name,parent
176310,himachal-pradesh
177203,himachal-pradesh
176001,himachal-pradesh
176081,himachal-pradesh
176052,himachal-pradesh
171003,himachal-pradesh
182101,jammu-&-kashmir
180011,jammu-&-kashmir
193222,jammu-&-kashmir
180001,jammu-&-kashmir
181133,jammu-&-kashmir
180003,jammu-&-kashmir
182312,jammu-&-kashmir
180010,jammu-&-kashmir
181101,jammu-&-kashmir
180015,jammu-&-kashmir
180005,jammu-&-kashmir
180012,jammu-&-kashmir
190001,jammu-&-kashmir
180020,jammu-&-kashmir
181205,jammu-&-kashmir
180002,jammu-&-kashmir
181201,jammu-&-kashmir
185203,jammu-&-kashmir
184121,jammu-&-kashmir
185101,jammu-&-kashmir
184120,jammu-&-kashmir
193504,jammu-&-kashmir
193502,jammu-&-kashmir
191131,jammu-&-kashmir
180004,jammu-&-kashmir
181221,jammu-&-kashmir
192123,jammu-&-kashmir
192303,jammu-&-kashmir
191111,jammu-&-kashmir
192301,jammu-&-kashmir
192401,jammu-&-kashmir
193201,jammu-&-kashmir
190012,jammu-&-kashmir
192101,jammu-&-kashmir
190011,jammu-&-kashmir
190007,jammu-&-kashmir
182204,jammu-&-kashmir
826124,jharkhand
828122,jharkhand
834001,jharkhand
834002,jharkhand
827013,jharkhand
831001,jharkhand
828107,jharkhand
834005,jharkhand
826001,jharkhand
831013,jharkhand
834009,jharkhand
834008,jharkhand
832108,jharkhand
831012,jharkhand
825301,jharkhand
825303,jharkhand
831004,jharkhand
835217,jharkhand
822102,jharkhand
835302,jharkhand
832107,jharkhand
830003,jharkhand
832110,jharkhand
831009,jharkhand
560068,karnataka
560037,karnataka
560076,karnataka
560078,karnataka
560100,karnataka
560079,karnataka
560066,karnataka
560064,karnataka
560043,karnataka
560040,karnataka
560058,karnataka
560091,karnataka
560085,karnataka
560022,karnataka
560103,karnataka
682042,kerala
682021,kerala
682036,kerala
682028,kerala
673016,kerala
682032,kerala
686692,kerala
670001,kerala
682041,kerala
695016,kerala
682024,kerala
682020,kerala
682301,kerala
682025,kerala
695001,kerala
686673,kerala
695014,kerala
673508,kerala
679322,kerala
682035,kerala
682017,kerala
695573,kerala
673010,kerala
695008,kerala
682507,kerala
673032,kerala
673638,kerala
676123,kerala
673592,kerala
673004,kerala
673008,kerala
194703,ladakh
194104,ladakh
194101,ladakh
194109,ladakh
194105,ladakh
194103,ladakh
194102,ladakh
194107,ladakh
194201,ladakh
None,ladakh
194401,ladakh
194106,ladakh
194301,ladakh
194404,ladakh
682555,lakshadweep
682557,lakshadweep
682559,lakshadweep
682551,lakshadweep
682556,lakshadweep
682552,lakshadweep
682554,lakshadweep
452010,madhya-pradesh
452016,madhya-pradesh
452009,madhya-pradesh
482002,madhya-pradesh
452003,madhya-pradesh
462042,madhya-pradesh
452001,madhya-pradesh
455001,madhya-pradesh
462016,madhya-pradesh
462022,madhya-pradesh
482001,madhya-pradesh
456010,madhya-pradesh
457001,madhya-pradesh
480001,madhya-pradesh
485001,madhya-pradesh
452020,madhya-pradesh
460001,madhya-pradesh
452007,madhya-pradesh
456006,madhya-pradesh
474001,madhya-pradesh
474005,madhya-pradesh
421201,maharashtra
431003,maharashtra
421302,maharashtra
410206,maharashtra
421301,maharashtra
411014,maharashtra
411046,maharashtra
411041,maharashtra
411057,maharashtra
431005,maharashtra
410501,maharashtra
411033,maharashtra
412105,maharashtra
422009,maharashtra
400072,maharashtra
431001,maharashtra
401208,maharashtra
413002,maharashtra
411028,maharashtra
795008,manipur
795004,manipur
795006,manipur
795003,manipur
795001,manipur
795142,manipur
795138,manipur
795130,manipur
795103,manipur
795009,manipur
795010,manipur
795140,manipur
795133,manipur
795116,manipur
795134,manipur
795126,manipur
795005,manipur
795158,manipur
795148,manipur
795129,manipur
795149,manipur
795128,manipur
795002,manipur
795151,manipur
795135,manipur
795131,manipur
795145,manipur
795102,manipur
795105,manipur
795136,manipur
795127,manipur
795132,manipur
795113,manipur
795107,manipur
795011,manipur
795159,manipur
793001,meghalaya
793101,meghalaya
793119,meghalaya
793011,meghalaya
793160,meghalaya
793003,meghalaya
793210,meghalaya
793200,meghalaya
793012,meghalaya
793022,meghalaya
793004,meghalaya
793002,meghalaya
794104,meghalaya
794001,meghalaya
794111,meghalaya
794105,meghalaya
793019,meghalaya
793113,meghalaya
793102,meghalaya
793018,meghalaya
794101,meghalaya
793007,meghalaya
793010,meghalaya
793009,meghalaya
794110,meghalaya
793103,meghalaya
794108,meghalaya
794102,meghalaya
796012,mizoram
796009,mizoram
796005,mizoram
796701,mizoram
796571,mizoram
796181,mizoram
796901,mizoram
796014,mizoram
796008,mizoram
796017,mizoram
796772,mizoram
796770,mizoram
796891,mizoram
796081,mizoram
796101,mizoram
796810,mizoram
796310,mizoram
796471,mizoram
796441,mizoram
796321,mizoram
796751,mizoram
796025,mizoram
796691,mizoram
796161,mizoram
797112,nagaland
797001,nagaland
797115,nagaland
797117,nagaland
797107,nagaland
797111,nagaland
797108,nagaland
798621,nagaland
797101,nagaland
798612,nagaland
797113,nagaland
797103,nagaland
797121,nagaland
797120,nagaland
797106,nagaland
798618,nagaland
797116,nagaland
798620,nagaland
797118,nagaland
797004,nagaland
798601,nagaland
797110,nagaland
798604,nagaland
797099,nagaland
798623,nagaland
798622,nagaland
751002,odisha
751024,odisha
751012,odisha
751019,odisha
751003,odisha
751021,odisha
751010,odisha
751006,odisha
751013,odisha
756001,odisha
751007,odisha
758034,odisha
767001,odisha
765001,odisha
753001,odisha
760001,odisha
752001,odisha
757001,odisha
751001,odisha
768038,odisha
751031,odisha
768201,odisha
758001,odisha
754010,odisha
752101,odisha
751029,odisha
755026,odisha
605013,puducherry
533464,puducherry
605004,puducherry
605012,puducherry
605107,puducherry
605006,puducherry
605010,puducherry
605009,puducherry
605110,puducherry
605008,puducherry
605007,puducherry
673333,puducherry
605001,puducherry
609602,puducherry
605502,puducherry
607402,puducherry
609605,puducherry
605002,puducherry
605011,puducherry
605014,puducherry
143001,punjab
144008,punjab
140301,punjab
141001,punjab
141008,punjab
141003,punjab
140603,punjab
141010,punjab
160104,punjab
140501,punjab
143422,punjab
147001,punjab
151001,punjab
144005,punjab
151005,punjab
145001,punjab
140308,punjab
160055,punjab
141007,punjab
148001,punjab
151501,punjab
144001,punjab
148002,punjab
144003,punjab
140307,punjab
302012,rajasthan
302020,rajasthan
301019,rajasthan
302017,rajasthan
301001,rajasthan
302022,rajasthan
302019,rajasthan
302015,rajasthan
302033,rajasthan
302029,rajasthan
345021,rajasthan
311001,rajasthan
302021,rajasthan
302018,rajasthan
302013,rajasthan
332001,rajasthan
302006,rajasthan
302001,rajasthan
302016,rajasthan
344001,rajasthan
342006,rajasthan
334001,rajasthan
313001,rajasthan
737101,sikkim
737102,sikkim
737103,sikkim
737139,sikkim
737126,sikkim
737134,sikkim
737133,sikkim
737135,sikkim
737132,sikkim
737116,sikkim
737136,sikkim
737111,sikkim
737113,sikkim
737120,sikkim
737106,sikkim
737121,sikkim
737131,sikkim
600042,tamil-nadu
600100,tamil-nadu
600130,tamil-nadu
641602,tamil-nadu
600097,tamil-nadu
600048,tamil-nadu
600053,tamil-nadu
600091,tamil-nadu
600004,tamil-nadu
600116,tamil-nadu
641603,tamil-nadu
635109,tamil-nadu
641001,tamil-nadu
635126,tamil-nadu
600056,tamil-nadu
600106,tamil-nadu
602105,tamil-nadu
600083,tamil-nadu
600040,tamil-nadu
600021,tamil-nadu
600019,tamil-nadu
600003,tamil-nadu
600099,tamil-nadu
600002,tamil-nadu
641687,tamil-nadu
600044,tamil-nadu
600095,tamil-nadu
600119,tamil-nadu
600008,tamil-nadu
600096,tamil-nadu
500072,telangana
500018,telangana
500090,telangana
500016,telangana
502032,telangana
500084,telangana
500055,telangana
500008,telangana
500049,telangana
500037,telangana
505001,telangana
500050,telangana
500039,telangana
506002,telangana
500070,telangana
500013,telangana
506011,telangana
500081,telangana
500032,telangana
799001,tripura
799114,tripura
799005,tripura
799045,tripura
799006,tripura
799007,tripura
799102,tripura
799003,tripura
799143,tripura
799251,tripura
799002,tripura
799004,tripura
799250,tripura
799101,tripura
799264,tripura
799008,tripura
799035,tripura
799201,tripura
799014,tripura
799277,tripura
799015,tripura
799261,tripura
799012,tripura
799155,tripura
799144,tripura
799260,tripura
799115,tripura
799271,tripura
799103,tripura
799009,tripura
201307,uttar-pradesh
201301,uttar-pradesh
201318,uttar-pradesh
201014,uttar-pradesh
201009,uttar-pradesh
201308,uttar-pradesh
201303,uttar-pradesh
201304,uttar-pradesh
273007,uttar-pradesh
201003,uttar-pradesh
226010,uttar-pradesh
201002,uttar-pradesh
250001,uttar-pradesh
201102,uttar-pradesh
247001,uttar-pradesh
201005,uttar-pradesh
244102,uttar-pradesh
244001,uttar-pradesh
272001,uttar-pradesh
202001,uttar-pradesh
246701,uttar-pradesh
250002,uttar-pradesh
203001,uttar-pradesh
248001,uttarakhand
249403,uttarakhand
263139,uttarakhand
248008,uttarakhand
247667,uttarakhand
248007,uttarakhand
248171,uttarakhand
263153,uttarakhand
244713,uttarakhand
263148,uttarakhand
249404,uttarakhand
249401,uttarakhand
248005,uttarakhand
249402,uttarakhand
246149,uttarakhand
244712,uttarakhand
247688,uttarakhand
244715,uttarakhand
248121,uttarakhand
711101,west-bengal
700156,west-bengal
700059,west-bengal
700040,west-bengal
700074,west-bengal
734006,west-bengal
700157,west-bengal
700102,west-bengal
711102,west-bengal
700039,west-bengal
700091,west-bengal
700135,west-bengal
700015,west-bengal
721101,west-bengal
700006,west-bengal
700075,west-bengal
700017,west-bengal
736135,west-bengal
700105,west-bengal
700046,west-bengal
711302,west-bengal
700150,west-bengal
732101,west-bengal
712138,west-bengal
700020,west-bengal
700019,west-bengal
734003,west-bengal
700001,west-bengal
712136,west-bengal
712223,west-bengal
700078,west-bengal
713102,west-bengal
700036,west-bengal
711202,west-bengal
713101,west-bengal
700014,west-bengal
700052,west-bengal
721301,west-bengal
744201,andaman-&-nicobar-islands
518502,andhra-pradesh
518501,andhra-pradesh
533437,andhra-pradesh
516259,andhra-pradesh
530003,andhra-pradesh
530017,andhra-pradesh
530001,andhra-pradesh
518002,andhra-pradesh
520002,andhra-pradesh
792131,arunachal-pradesh
792102,arunachal-pradesh
790101,arunachal-pradesh
782127,assam
782126,assam
781010,assam
781039,assam
782123,assam
781308,assam
781136,assam
781319,assam
781314,assam
781009,assam
783330,assam
784115,assam
781013,assam
788151,assam
781301,assam
781103,assam
783129,assam
783348,assam
783384,assam
800015,bihar
823003,bihar
803216,bihar
803101,bihar
841226,bihar
812002,bihar
843322,bihar
843302,bihar
490025,chhattisgarh
492015,chhattisgarh
491335,chhattisgarh
110011,delhi
110009,delhi
110001,delhi
110025,delhi
110091,delhi
403804,goa
403518,goa
380018,gujarat
396427,gujarat
390001,gujarat
380006,gujarat
364002,gujarat
382170,gujarat
382721,gujarat
360001,gujarat
385535,gujarat
392001,gujarat
382405,gujarat
121008,haryana
122016,haryana
132103,haryana
125001,haryana
176323,himachal-pradesh
177005,himachal-pradesh
177220,himachal-pradesh
176215,himachal-pradesh
174005,himachal-pradesh
176038,himachal-pradesh
175101,himachal-pradesh
175105,himachal-pradesh
185102,jammu-&-kashmir
193501,jammu-&-kashmir
192201,jammu-&-kashmir
193411,jammu-&-kashmir
192231,jammu-&-kashmir
193121,jammu-&-kashmir
193401,jammu-&-kashmir
190002,jammu-&-kashmir
193101,jammu-&-kashmir
182146,jammu-&-kashmir
185131,jammu-&-kashmir
182301,jammu-&-kashmir
193224,jammu-&-kashmir
826004,jharkhand
825409,jharkhand
828401,jharkhand
828109,jharkhand
827010,jharkhand
829301,jharkhand
827001,jharkhand
822114,jharkhand
815301,jharkhand
835210,jharkhand
827003,jharkhand
825401,jharkhand
560001,karnataka
560034,karnataka
560048,karnataka
560067,karnataka
577006,karnataka
575006,karnataka
560027,karnataka
676517,kerala
680001,kerala
673020,kerala
686001,kerala
678001,kerala
673585,kerala
691001,kerala
695581,kerala
670017,kerala
688012,kerala
682016,kerala
682003,kerala
676504,kerala
682038,kerala
686004,kerala
673602,kerala
682558,lakshadweep
462001,madhya-pradesh
452005,madhya-pradesh
464001,madhya-pradesh
462021,madhya-pradesh
462003,madhya-pradesh
470226,madhya-pradesh
466001,madhya-pradesh
487114,madhya-pradesh
486331,madhya-pradesh
462008,madhya-pradesh
462010,madhya-pradesh
462023,madhya-pradesh
461001,madhya-pradesh
474003,madhya-pradesh
484001,madhya-pradesh
452056,madhya-pradesh
400008,maharashtra
411001,maharashtra
400606,maharashtra
400708,maharashtra
411006,maharashtra
440002,maharashtra
411038,maharashtra
411004,maharashtra
400070,maharashtra
440012,maharashtra
444510,maharashtra
440015,maharashtra
422001,maharashtra
431201,maharashtra
412207,maharashtra
793151,meghalaya
796421,mizoram
797003,nagaland
797021,nagaland
754141,odisha
755019,odisha
756003,odisha
759015,odisha
756045,odisha
752106,odisha
752054,odisha
759121,odisha
753008,odisha
751030,odisha
769001,odisha
144411,punjab
141017,punjab
152116,punjab
160066,punjab
342003,rajasthan
324006,rajasthan
313002,rajasthan
636015,tamil-nadu
641601,tamil-nadu
620001,tamil-nadu
600016,tamil-nadu
638003,tamil-nadu
641018,tamil-nadu
636006,tamil-nadu
625001,tamil-nadu
638001,tamil-nadu
641606,tamil-nadu
636014,tamil-nadu
641045,tamil-nadu
620008,tamil-nadu
600009,tamil-nadu
500012,telangana
500038,telangana
500026,telangana
504107,telangana
500060,telangana
500029,telangana
500033,telangana
500079,telangana
500001,telangana
500034,telangana
799046,tripura
799125,tripura
799105,tripura
799130,tripura
799205,tripura
211002,uttar-pradesh
221007,uttar-pradesh
201001,uttar-pradesh
221001,uttar-pradesh
201306,uttar-pradesh
261136,uttar-pradesh
226004,uttar-pradesh
208001,uttar-pradesh
226020,uttar-pradesh
221010,uttar-pradesh
208002,uttar-pradesh
282003,uttar-pradesh
201305,uttar-pradesh
262308,uttarakhand
249205,uttarakhand
247663,uttarakhand
263145,uttarakhand
263453,uttarakhand
262403,uttarakhand
248011,uttarakhand
247661,uttarakhand
262405,uttarakhand
731101,west-bengal
700009,west-bengal
742213,west-bengal
742135,west-bengal
742224,west-bengal
743251,west-bengal
711104,west-bengal
733128,west-bengal
722122,west-bengal
733140,west-bengal
733127,west-bengal
741126,west-bengal
742303,west-bengal
733124,west-bengal
713519,west-bengal
732206,west-bengal
722152,west-bengal
713405,west-bengal
723121,west-bengal
731234,west-bengal
712410,west-bengal
712401,west-bengal
713145,west-bengal
713201,west-bengal
732142,west-bengal
742101,west-bengal
742304,west-bengal
713208,west-bengal
722101,west-bengal
742133,west-bengal
721401,west-bengal
742149,west-bengal
713104,west-bengal
736121,west-bengal
732125,west-bengal
732201,west-bengal
742202,west-bengal
815353,jharkhand
670645,kerala
400612,maharashtra
793150,meghalaya
335001,rajasthan
700021,west-bengal
