year,quarter,geo_type,geo_name,geo_parent,category,stat_type,count,amount
2022,4,STA,arunachal-pradesh,india,Insurance,TOTAL,613,1464572.0
2023,1,STA,arunachal-pradesh,india,Insurance,TOTAL,606,1747475.0
2023,2,STA,arunachal-pradesh,india,Insurance,TOTAL,696,2095988.0
2023,3,STA,arunachal-pradesh,india,Insurance,TOTAL,718,1904786.0
2023,4,STA,arunachal-pradesh,india,Insurance,TOTAL,809,2105408.0
2024,1,STA,arunachal-pradesh,india,Insurance,TOTAL,1100,2419700.0
2020,2,STA,assam,india,Insurance,TOTAL,978,210034.0
2020,3,STA,assam,india,Insurance,TOTAL,2206,599450.0
2020,4,STA,assam,india,Insurance,TOTAL,2413,1806801.0
2021,1,STA,assam,india,Insurance,TOTAL,3167,2334419.0
2021,2,STA,assam,india,Insurance,TOTAL,3265,3008122.0
2021,3,STA,assam,india,Insurance,TOTAL,4495,6010865.0
2021,4,STA,assam,india,Insurance,TOTAL,8622,13962067.999999998
2022,1,STA,assam,india,Insurance,TOTAL,16230,27447765.999999996
2022,2,STA,assam,india,Insurance,TOTAL,9228,15357810.999999998
2022,3,STA,assam,india,Insurance,TOTAL,14149,22543564.0
2022,4,STA,assam,india,Insurance,TOTAL,18826,29239167.999999996
2023,1,STA,assam,india,Insurance,TOTAL,22100,36963888.0
2023,2,STA,assam,india,Insurance,TOTAL,16475,28368139.0
2023,3,STA,assam,india,Insurance,TOTAL,22593,35618158.0
2023,4,STA,assam,india,Insurance,TOTAL,23168,38731734.0
2024,1,STA,assam,india,Insurance,TOTAL,33097,48107248.0
2020,2,STA,bihar,india,Insurance,TOTAL,2816,595621.0
2020,3,STA,bihar,india,Insurance,TOTAL,9733,2161102.0
2020,4,STA,bihar,india,Insurance,TOTAL,9913,7860932.0
2021,1,STA,bihar,india,Insurance,TOTAL,12554,8796619.0
2021,2,STA,bihar,india,Insurance,TOTAL,14301,13301581.0
2021,3,STA,bihar,india,Insurance,TOTAL,18030,18234941.0
2021,4,STA,bihar,india,Insurance,TOTAL,22456,27313812.999999996
2022,1,STA,bihar,india,Insurance,TOTAL,20253,27755736.0
2022,2,STA,bihar,india,Insurance,TOTAL,21892,28212833.0
2022,3,STA,bihar,india,Insurance,TOTAL,28511,34704251.0
2022,4,STA,bihar,india,Insurance,TOTAL,33895,43914519.0
2023,1,STA,bihar,india,Insurance,TOTAL,26929,38746711.0
2023,2,STA,bihar,india,Insurance,TOTAL,29212,40354886.0
2023,3,STA,bihar,india,Insurance,TOTAL,36550,45832355.0
2023,4,STA,bihar,india,Insurance,TOTAL,41447,57624322.0
2024,1,STA,bihar,india,Insurance,TOTAL,51592,63844442.0
2020,2,STA,chandigarh,india,Insurance,TOTAL,149,29537.0
2020,3,STA,chandigarh,india,Insurance,TOTAL,264,70969.0
2020,4,STA,chandigarh,india,Insurance,TOTAL,200,153341.0
2021,1,STA,chandigarh,india,Insurance,TOTAL,338,238576.0
2021,2,STA,chandigarh,india,Insurance,TOTAL,378,310943.0
2021,3,STA,chandigarh,india,Insurance,TOTAL,494,469634.0
2021,4,STA,chandigarh,india,Insurance,TOTAL,710,835813.0
2022,1,STA,chandigarh,india,Insurance,TOTAL,792,1150932.0
2022,2,STA,chandigarh,india,Insurance,TOTAL,1330,1874959.0
2022,3,STA,chandigarh,india,Insurance,TOTAL,1533,1998439.0
2022,4,STA,chandigarh,india,Insurance,TOTAL,1403,2024528.0
2023,1,STA,chandigarh,india,Insurance,TOTAL,1520,2415574.0
2023,2,STA,chandigarh,india,Insurance,TOTAL,1704,2501107.0
2023,3,STA,chandigarh,india,Insurance,TOTAL,1883,2660630.0
2023,4,STA,chandigarh,india,Insurance,TOTAL,1767,3053934.0
2024,1,STA,chandigarh,india,Insurance,TOTAL,1730,3143984.0
2020,2,STA,chhattisgarh,india,Insurance,TOTAL,1346,279005.0
2020,3,STA,chhattisgarh,india,Insurance,TOTAL,4702,1393656.0
2020,4,STA,chhattisgarh,india,Insurance,TOTAL,3757,2249901.0
2021,1,STA,chhattisgarh,india,Insurance,TOTAL,4712,2620468.0
2021,2,STA,chhattisgarh,india,Insurance,TOTAL,5055,3813417.0
2021,3,STA,chhattisgarh,india,Insurance,TOTAL,4676,3568837.0
2021,4,STA,chhattisgarh,india,Insurance,TOTAL,6029,8229039.0
2022,1,STA,chhattisgarh,india,Insurance,TOTAL,6612,10139190.0
2022,2,STA,chhattisgarh,india,Insurance,TOTAL,7008,10119964.0
2022,3,STA,chhattisgarh,india,Insurance,TOTAL,8849,12119469.999999998
2022,4,STA,chhattisgarh,india,Insurance,TOTAL,11994,18137856.0
2023,1,STA,chhattisgarh,india,Insurance,TOTAL,10460,16577191.0
2023,2,STA,chhattisgarh,india,Insurance,TOTAL,10514,16389610.000000002
2023,3,STA,chhattisgarh,india,Insurance,TOTAL,11927,17838382.0
2023,4,STA,chhattisgarh,india,Insurance,TOTAL,17300,29704673.0
2024,1,STA,chhattisgarh,india,Insurance,TOTAL,19579,30083259.0
2020,2,STA,dadra-&-nagar-haveli-&-daman-&-diu,india,Insurance,TOTAL,651,101029.0
2020,3,STA,dadra-&-nagar-haveli-&-daman-&-diu,india,Insurance,TOTAL,257,65504.0
2020,4,STA,dadra-&-nagar-haveli-&-daman-&-diu,india,Insurance,TOTAL,232,149513.0
2021,1,STA,dadra-&-nagar-haveli-&-daman-&-diu,india,Insurance,TOTAL,467,285691.0
2021,2,STA,dadra-&-nagar-haveli-&-daman-&-diu,india,Insurance,TOTAL,368,275638.0
2021,3,STA,dadra-&-nagar-haveli-&-daman-&-diu,india,Insurance,TOTAL,360,273596.0
2021,4,STA,dadra-&-nagar-haveli-&-daman-&-diu,india,Insurance,TOTAL,421,425384.0
2022,1,STA,dadra-&-nagar-haveli-&-daman-&-diu,india,Insurance,TOTAL,493,720741.0
2022,2,STA,dadra-&-nagar-haveli-&-daman-&-diu,india,Insurance,TOTAL,438,686857.0
2022,3,STA,dadra-&-nagar-haveli-&-daman-&-diu,india,Insurance,TOTAL,707,983776.0
2022,4,STA,dadra-&-nagar-haveli-&-daman-&-diu,india,Insurance,TOTAL,871,1272628.0
2023,1,STA,dadra-&-nagar-haveli-&-daman-&-diu,india,Insurance,TOTAL,799,1215168.0
2023,2,STA,dadra-&-nagar-haveli-&-daman-&-diu,india,Insurance,TOTAL,694,1058753.0
2023,3,STA,dadra-&-nagar-haveli-&-daman-&-diu,india,Insurance,TOTAL,969,1333103.0
2023,4,STA,dadra-&-nagar-haveli-&-daman-&-diu,india,Insurance,TOTAL,1207,1973867.0
2024,1,STA,dadra-&-nagar-haveli-&-daman-&-diu,india,Insurance,TOTAL,1295,1908509.0
2020,2,STA,delhi,india,Insurance,TOTAL,11716,1897480.0
2020,3,STA,delhi,india,Insurance,TOTAL,7588,1927285.0
2020,4,STA,delhi,india,Insurance,TOTAL,9725,8045442.0
2021,1,STA,delhi,india,Insurance,TOTAL,12822,9655261.0
2021,2,STA,delhi,india,Insurance,TOTAL,13292,10840929.0
2021,3,STA,delhi,india,Insurance,TOTAL,16679,15007079.000000002
2021,4,STA,delhi,india,Insurance,TOTAL,34251,36578331.0
2022,1,STA,delhi,india,Insurance,TOTAL,28232,35442069.0
2022,2,STA,delhi,india,Insurance,TOTAL,26378,31787281.0
2022,3,STA,delhi,india,Insurance,TOTAL,35944,41570159.99999999
2022,4,STA,delhi,india,Insurance,TOTAL,48908,60603173.0
2023,1,STA,delhi,india,Insurance,TOTAL,45821,61040038.0
2023,2,STA,delhi,india,Insurance,TOTAL,41358,54951108.0
2023,3,STA,delhi,india,Insurance,TOTAL,47113,58878500.0
2023,4,STA,delhi,india,Insurance,TOTAL,56336,77332401.0
2024,1,STA,delhi,india,Insurance,TOTAL,53050,76232346.0
2020,2,STA,goa,india,Insurance,TOTAL,341,71100.0
2020,3,STA,goa,india,Insurance,TOTAL,683,196864.0
2020,4,STA,goa,india,Insurance,TOTAL,614,682364.0
2021,1,STA,goa,india,Insurance,TOTAL,879,827384.0
2021,2,STA,goa,india,Insurance,TOTAL,1016,1028339.0
2021,3,STA,goa,india,Insurance,TOTAL,1214,1385986.0
2021,4,STA,goa,india,Insurance,TOTAL,2087,2737316.0
2022,1,STA,goa,india,Insurance,TOTAL,2634,3865245.0
2022,2,STA,goa,india,Insurance,TOTAL,3524,5093510.0
2022,3,STA,goa,india,Insurance,TOTAL,3157,4142108.0
2022,4,STA,goa,india,Insurance,TOTAL,4388,6190669.0
2023,1,STA,goa,india,Insurance,TOTAL,4097,5859549.0
2023,2,STA,goa,india,Insurance,TOTAL,4166,5930801.0
2023,3,STA,goa,india,Insurance,TOTAL,3927,5646054.0
2023,4,STA,goa,india,Insurance,TOTAL,4883,7411001.0
2024,1,STA,goa,india,Insurance,TOTAL,5225,7528093.0
2020,2,STA,gujarat,india,Insurance,TOTAL,7697,1430591.0
2020,3,STA,gujarat,india,Insurance,TOTAL,12525,3335812.0
2020,4,STA,gujarat,india,Insurance,TOTAL,9990,6055037.0
2021,1,STA,gujarat,india,Insurance,TOTAL,12673,7288104.0
2021,2,STA,gujarat,india,Insurance,TOTAL,14676,10263998.0
2021,3,STA,gujarat,india,Insurance,TOTAL,15348,12341903.0
2021,4,STA,gujarat,india,Insurance,TOTAL,19142,23282921.0
2022,1,STA,gujarat,india,Insurance,TOTAL,22221,29953433.0
2022,2,STA,gujarat,india,Insurance,TOTAL,25381,32090964.999999996
2022,3,STA,gujarat,india,Insurance,TOTAL,31302,37557227.0
2022,4,STA,gujarat,india,Insurance,TOTAL,36418,50629324.99999999
2023,1,STA,gujarat,india,Insurance,TOTAL,32600,46937694.0
2023,2,STA,gujarat,india,Insurance,TOTAL,32484,46254095.0
2023,3,STA,gujarat,india,Insurance,TOTAL,51049,65768085.0
2023,4,STA,gujarat,india,Insurance,TOTAL,41128,66735445.99999999
2024,1,STA,gujarat,india,Insurance,TOTAL,44665,62633910.00000001
2020,2,STA,haryana,india,Insurance,TOTAL,6321,1179814.0
2020,3,STA,haryana,india,Insurance,TOTAL,7139,1884868.0
2020,4,STA,haryana,india,Insurance,TOTAL,8283,5974278.0
2021,1,STA,haryana,india,Insurance,TOTAL,11038,7297880.0
2021,2,STA,haryana,india,Insurance,TOTAL,12516,11272453.0
2021,3,STA,haryana,india,Insurance,TOTAL,14163,13215898.0
2021,4,STA,haryana,india,Insurance,TOTAL,19489,25885838.0
2022,1,STA,haryana,india,Insurance,TOTAL,22783,32526943.0
2022,2,STA,haryana,india,Insurance,TOTAL,25352,33759068.0
2022,3,STA,haryana,india,Insurance,TOTAL,35346,45402800.0
2022,4,STA,haryana,india,Insurance,TOTAL,37971,56627115.0
2023,1,STA,haryana,india,Insurance,TOTAL,37287,61127193.99999999
2023,2,STA,haryana,india,Insurance,TOTAL,40710,62186066.0
2023,3,STA,haryana,india,Insurance,TOTAL,42815,61782311.0
2023,4,STA,haryana,india,Insurance,TOTAL,47506,80747159.0
2024,1,STA,haryana,india,Insurance,TOTAL,50391,81816509.0
2020,2,STA,himachal-pradesh,india,Insurance,TOTAL,392,77936.0
2020,3,STA,himachal-pradesh,india,Insurance,TOTAL,531,165559.0
2020,4,STA,himachal-pradesh,india,Insurance,TOTAL,710,630966.0
2021,1,STA,himachal-pradesh,india,Insurance,TOTAL,1064,906492.0
2021,2,STA,himachal-pradesh,india,Insurance,TOTAL,1210,1402338.0
2021,3,STA,himachal-pradesh,india,Insurance,TOTAL,1759,2444545.0
2021,4,STA,himachal-pradesh,india,Insurance,TOTAL,2474,4667661.0
2022,1,STA,himachal-pradesh,india,Insurance,TOTAL,2768,5234739.0
2022,2,STA,himachal-pradesh,india,Insurance,TOTAL,2831,5371078.0
2022,3,STA,himachal-pradesh,india,Insurance,TOTAL,3641,6161692.0
2022,4,STA,himachal-pradesh,india,Insurance,TOTAL,4565,9060436.0
2023,1,STA,himachal-pradesh,india,Insurance,TOTAL,3909,7826133.0
2023,2,STA,himachal-pradesh,india,Insurance,TOTAL,4197,8499425.0
2023,3,STA,himachal-pradesh,india,Insurance,TOTAL,3935,7869767.0
2023,4,STA,himachal-pradesh,india,Insurance,TOTAL,5211,11898823.999999998
2024,1,STA,himachal-pradesh,india,Insurance,TOTAL,5430,10433254.0
2020,2,STA,jammu-&-kashmir,india,Insurance,TOTAL,206,48484.0
2020,3,STA,jammu-&-kashmir,india,Insurance,TOTAL,441,133339.0
2020,4,STA,jammu-&-kashmir,india,Insurance,TOTAL,647,734861.0
2021,1,STA,jammu-&-kashmir,india,Insurance,TOTAL,1105,1546288.0
2021,2,STA,jammu-&-kashmir,india,Insurance,TOTAL,1197,1832089.0
2021,3,STA,jammu-&-kashmir,india,Insurance,TOTAL,1452,2139133.0
2021,4,STA,jammu-&-kashmir,india,Insurance,TOTAL,3113,5223317.0
2022,1,STA,jammu-&-kashmir,india,Insurance,TOTAL,3584,7244267.0
2022,2,STA,jammu-&-kashmir,india,Insurance,TOTAL,4071,7729792.0
2022,3,STA,jammu-&-kashmir,india,Insurance,TOTAL,4794,8281826.0
2022,4,STA,jammu-&-kashmir,india,Insurance,TOTAL,5031,10111183.0
2023,1,STA,jammu-&-kashmir,india,Insurance,TOTAL,4555,10275877.0
2023,2,STA,jammu-&-kashmir,india,Insurance,TOTAL,5262,10974839.0
2023,3,STA,jammu-&-kashmir,india,Insurance,TOTAL,5453,10975874.000000002
2023,4,STA,jammu-&-kashmir,india,Insurance,TOTAL,6264,13932309.0
2024,1,STA,jammu-&-kashmir,india,Insurance,TOTAL,7313,14695182.0
2020,2,STA,jharkhand,india,Insurance,TOTAL,2063,405031.0
2020,3,STA,jharkhand,india,Insurance,TOTAL,5368,1349934.0
2020,4,STA,jharkhand,india,Insurance,TOTAL,3659,2857024.0
2021,1,STA,jharkhand,india,Insurance,TOTAL,4879,3274851.0
2021,2,STA,jharkhand,india,Insurance,TOTAL,5180,5084230.0
2021,3,STA,jharkhand,india,Insurance,TOTAL,6794,7046048.0
2021,4,STA,jharkhand,india,Insurance,TOTAL,8465,11190423.0
2022,1,STA,jharkhand,india,Insurance,TOTAL,9373,13819466.0
2022,2,STA,jharkhand,india,Insurance,TOTAL,9477,13464840.0
2022,3,STA,jharkhand,india,Insurance,TOTAL,14388,18156857.0
2022,4,STA,jharkhand,india,Insurance,TOTAL,16779,23147805.0
2023,1,STA,jharkhand,india,Insurance,TOTAL,16108,23823406.0
2023,2,STA,jharkhand,india,Insurance,TOTAL,16662,23216215.0
2023,3,STA,jharkhand,india,Insurance,TOTAL,19478,25165702.0
2023,4,STA,jharkhand,india,Insurance,TOTAL,22398,33484644.0
2024,1,STA,jharkhand,india,Insurance,TOTAL,24824,34332990.0
2020,2,STA,karnataka,india,Insurance,TOTAL,27358,4794150.0
2020,3,STA,karnataka,india,Insurance,TOTAL,53701,12407394.0
2020,4,STA,karnataka,india,Insurance,TOTAL,31747,26814968.0
2021,1,STA,karnataka,india,Insurance,TOTAL,37595,30183325.0
2021,2,STA,karnataka,india,Insurance,TOTAL,40969,39501006.0
2021,3,STA,karnataka,india,Insurance,TOTAL,47468,48078366.0
2021,4,STA,karnataka,india,Insurance,TOTAL,74436,90723288.0
2022,1,STA,karnataka,india,Insurance,TOTAL,95640,130733580.0
2022,2,STA,karnataka,india,Insurance,TOTAL,93385,123228632.0
2022,3,STA,karnataka,india,Insurance,TOTAL,110273,144605784.0
2022,4,STA,karnataka,india,Insurance,TOTAL,133971,185063287.0
2023,1,STA,karnataka,india,Insurance,TOTAL,127376,186543426.0
2023,2,STA,karnataka,india,Insurance,TOTAL,117232,175704013.0
2023,3,STA,karnataka,india,Insurance,TOTAL,139699,199448538.0
2023,4,STA,karnataka,india,Insurance,TOTAL,156076,248056310.99999997
2024,1,STA,karnataka,india,Insurance,TOTAL,169357,264708700.0
2020,2,STA,kerala,india,Insurance,TOTAL,1588,360216.0
2020,3,STA,kerala,india,Insurance,TOTAL,8811,2830361.0
2020,4,STA,kerala,india,Insurance,TOTAL,5479,4445525.0
2021,1,STA,kerala,india,Insurance,TOTAL,5731,5040506.0
2021,2,STA,kerala,india,Insurance,TOTAL,9530,9676588.0
2021,3,STA,kerala,india,Insurance,TOTAL,10926,13255645.999999998
2021,4,STA,kerala,india,Insurance,TOTAL,19199,31260319.0
2022,1,STA,kerala,india,Insurance,TOTAL,37110,64172190.0
2022,2,STA,kerala,india,Insurance,TOTAL,35667,59920203.0
2022,3,STA,kerala,india,Insurance,TOTAL,54587,85390924.0
2022,4,STA,kerala,india,Insurance,TOTAL,65563,103982997.0
2023,1,STA,kerala,india,Insurance,TOTAL,62377,101786828.0
2023,2,STA,kerala,india,Insurance,TOTAL,61032,100620603.99999999
2023,3,STA,kerala,india,Insurance,TOTAL,66059,110021582.0
2023,4,STA,kerala,india,Insurance,TOTAL,73543,121905046.0
2024,1,STA,kerala,india,Insurance,TOTAL,73106,115101791.0
2020,2,STA,ladakh,india,Insurance,TOTAL,14,2538.0
2020,3,STA,ladakh,india,Insurance,TOTAL,33,10260.0
2020,4,STA,ladakh,india,Insurance,TOTAL,27,34206.0
2021,1,STA,ladakh,india,Insurance,TOTAL,32,34530.0
2021,2,STA,ladakh,india,Insurance,TOTAL,46,86251.0
2021,3,STA,ladakh,india,Insurance,TOTAL,192,174052.0
2021,4,STA,ladakh,india,Insurance,TOTAL,76,195966.0
2022,1,STA,ladakh,india,Insurance,TOTAL,75,193935.0
2022,2,STA,ladakh,india,Insurance,TOTAL,113,269446.0
2022,3,STA,ladakh,india,Insurance,TOTAL,137,369742.0
2022,4,STA,ladakh,india,Insurance,TOTAL,162,410091.0
2023,1,STA,ladakh,india,Insurance,TOTAL,161,495736.0
2023,2,STA,ladakh,india,Insurance,TOTAL,215,635831.0
2023,3,STA,ladakh,india,Insurance,TOTAL,232,649027.0
2023,4,STA,ladakh,india,Insurance,TOTAL,242,718967.0
2024,1,STA,ladakh,india,Insurance,TOTAL,291,614435.0
2020,3,STA,lakshadweep,india,Insurance,TOTAL,4,1199.0
2021,1,STA,lakshadweep,india,Insurance,TOTAL,4,5225.0
2021,2,STA,lakshadweep,india,Insurance,TOTAL,5,6962.0
2021,3,STA,lakshadweep,india,Insurance,TOTAL,19,16034.0
2021,4,STA,lakshadweep,india,Insurance,TOTAL,11,17096.0
2022,1,STA,lakshadweep,india,Insurance,TOTAL,27,34664.0
2022,2,STA,lakshadweep,india,Insurance,TOTAL,18,27463.0
2022,3,STA,lakshadweep,india,Insurance,TOTAL,38,41504.0
2022,4,STA,lakshadweep,india,Insurance,TOTAL,15,27135.0
2023,1,STA,lakshadweep,india,Insurance,TOTAL,26,30199.0
2023,2,STA,lakshadweep,india,Insurance,TOTAL,15,38384.0
2023,3,STA,lakshadweep,india,Insurance,TOTAL,12,12407.0
2023,4,STA,lakshadweep,india,Insurance,TOTAL,53,78346.0
2024,1,STA,lakshadweep,india,Insurance,TOTAL,15,12935.0
2020,2,STA,madhya-pradesh,india,Insurance,TOTAL,6283,1198701.0
2020,3,STA,madhya-pradesh,india,Insurance,TOTAL,14476,3496126.0
2020,4,STA,madhya-pradesh,india,Insurance,TOTAL,10653,4897124.0
2021,1,STA,madhya-pradesh,india,Insurance,TOTAL,14427,5567927.0
2021,2,STA,madhya-pradesh,india,Insurance,TOTAL,14803,9787391.0
2021,3,STA,madhya-pradesh,india,Insurance,TOTAL,11990,7806258.0
2021,4,STA,madhya-pradesh,india,Insurance,TOTAL,15069,17524432.0
2022,1,STA,madhya-pradesh,india,Insurance,TOTAL,13791,19901462.0
2022,2,STA,madhya-pradesh,india,Insurance,TOTAL,14629,20159098.000000004
2022,3,STA,madhya-pradesh,india,Insurance,TOTAL,22733,29185118.0
2022,4,STA,madhya-pradesh,india,Insurance,TOTAL,29234,42712883.0
2023,1,STA,madhya-pradesh,india,Insurance,TOTAL,26393,45135679.0
2023,2,STA,madhya-pradesh,india,Insurance,TOTAL,27027,44871764.0
2023,3,STA,madhya-pradesh,india,Insurance,TOTAL,29300,46963348.0
2023,4,STA,madhya-pradesh,india,Insurance,TOTAL,40784,73801070.0
2024,1,STA,madhya-pradesh,india,Insurance,TOTAL,51223,85215982.0
2020,2,STA,maharashtra,india,Insurance,TOTAL,39836,6879717.0
2020,3,STA,maharashtra,india,Insurance,TOTAL,71662,19230156.0
2020,4,STA,maharashtra,india,Insurance,TOTAL,44798,27113814.0
2021,1,STA,maharashtra,india,Insurance,TOTAL,55792,33137753.0
2021,2,STA,maharashtra,india,Insurance,TOTAL,70381,46763103.0
2021,3,STA,maharashtra,india,Insurance,TOTAL,52268,41313307.0
2021,4,STA,maharashtra,india,Insurance,TOTAL,82423,93262227.0
2022,1,STA,maharashtra,india,Insurance,TOTAL,88015,117411928.0
2022,2,STA,maharashtra,india,Insurance,TOTAL,80935,104603934.00000001
2022,3,STA,maharashtra,india,Insurance,TOTAL,90958,113835208.0
2022,4,STA,maharashtra,india,Insurance,TOTAL,125900,174915648.0
2023,1,STA,maharashtra,india,Insurance,TOTAL,112174,166596248.0
2023,2,STA,maharashtra,india,Insurance,TOTAL,102754,157303399.0
2023,3,STA,maharashtra,india,Insurance,TOTAL,104872,151171882.0
2023,4,STA,maharashtra,india,Insurance,TOTAL,136968,217657114.0
2024,1,STA,maharashtra,india,Insurance,TOTAL,149016,224725389.0
2020,2,STA,manipur,india,Insurance,TOTAL,55,12554.0
2020,3,STA,manipur,india,Insurance,TOTAL,134,45164.0
2020,4,STA,manipur,india,Insurance,TOTAL,90,49057.0
2021,1,STA,manipur,india,Insurance,TOTAL,136,72254.0
2021,2,STA,manipur,india,Insurance,TOTAL,127,81332.0
2021,3,STA,manipur,india,Insurance,TOTAL,111,133016.0
2021,4,STA,manipur,india,Insurance,TOTAL,145,271789.0
2022,1,STA,manipur,india,Insurance,TOTAL,177,517854.0
2022,2,STA,manipur,india,Insurance,TOTAL,218,553649.0
2022,3,STA,manipur,india,Insurance,TOTAL,200,403213.0
2022,4,STA,manipur,india,Insurance,TOTAL,271,620655.0
2023,1,STA,manipur,india,Insurance,TOTAL,222,632084.0
2023,2,STA,manipur,india,Insurance,TOTAL,123,341671.0
2023,3,STA,manipur,india,Insurance,TOTAL,76,193021.0
2023,4,STA,manipur,india,Insurance,TOTAL,225,476626.0
2024,1,STA,manipur,india,Insurance,TOTAL,385,685052.0
2020,2,STA,meghalaya,india,Insurance,TOTAL,41,8829.0
2020,3,STA,meghalaya,india,Insurance,TOTAL,112,33615.0
2020,4,STA,meghalaya,india,Insurance,TOTAL,92,71029.0
2021,1,STA,meghalaya,india,Insurance,TOTAL,107,128776.0
2021,2,STA,meghalaya,india,Insurance,TOTAL,139,148434.0
2021,3,STA,meghalaya,india,Insurance,TOTAL,139,214554.0
2021,4,STA,meghalaya,india,Insurance,TOTAL,263,451612.0
2022,1,STA,meghalaya,india,Insurance,TOTAL,337,729211.0
2022,2,STA,meghalaya,india,Insurance,TOTAL,379,789094.0
2022,3,STA,meghalaya,india,Insurance,TOTAL,600,1039491.0
2022,4,STA,meghalaya,india,Insurance,TOTAL,627,1189529.0
2023,1,STA,meghalaya,india,Insurance,TOTAL,562,1187523.0
2023,2,STA,meghalaya,india,Insurance,TOTAL,730,1551577.0
2023,3,STA,meghalaya,india,Insurance,TOTAL,809,1728076.0
2023,4,STA,meghalaya,india,Insurance,TOTAL,806,1843364.0
